0,0,0,15000,3000,15000,0,-0.875,0,-6176011.88578965,-420793.638211814,2973764.60225989,-6176021.74616183,-420810.019237205,2973743.78188926,0,0,0,0,0.05,0,-0.5564,0.6637,0.4699,0.1708,0.321394676402429,-0.38302149023283,0.813797007353886,0.296199984506851
0,0,0,15000,3000,15000,0,-0.875,0,-6176257.6245646,-421234.059413968,2973193.34948618,-6176267.48462669,-421250.44498584,2973172.52153202,-2.69428975533577e-05,-2.9589527235351e-05,0.00687012644798214,0,0.05,0,-0.556166785710004,0.663894136132719,0.469961613173684,0.170635472938022,0.319359181645466,-0.382279794101383,0.814597950093604,0.297156611610512
0,0,0,15000,3000,15000,0,-0.875,0,-6176503.28274207,-421674.467513357,2972622.07029284,-6176513.14708438,-421690.865550429,2972601.22458595,-2.56267553692647e-05,-2.8122051081014e-05,0.0064674830513062,0,0.05,0,-0.55594499231237,0.664078633563608,0.470020142863021,0.170479028827934,0.317321690894657,-0.381535708722468,0.815393801598785,0.298111381486318
0,0,0,15000,3000,15000,0,-0.875,0,-6176748.86137416,-422114.864322508,2972050.76235303,-6176758.7335319,-422131.280925555,2972029.8910581,-2.43748976781459e-05,-2.67272772621131e-05,0.00608485506250725,0,0.05,0,-0.555736193331063,0.664252195502099,0.470075195913988,0.17033177736103,0.315282216884313,-0.380789238746615,0.816184556895361,0.29906428816696
0,0,0,15000,3000,15000,0,-0.875,0,-6176994.36118703,-422555.251092616,2971479.42406051,-6177004.24396626,-422571.691105799,2971458.52095549,-2.31842268530027e-05,-2.54015950054032e-05,0.00572192581317169,0,0.05,0,-0.555539745449857,0.664415377665307,0.470126952189929,0.170193260653836,0.31324077236114,-0.380040388839259,0.816970211041112,0.300015325696775
0,0,0,15000,3000,15000,0,-0.875,0,-6177239.78268639,-422995.628695077,2970908.05429658,-6177249.67838445,-423012.096085741,2970887.11428518,-2.20516973259804e-05,-2.4142038161391e-05,0.00537680896516292,0,0.05,0,-0.555355035109543,0.664568708526216,0.470175582383388,0.170063042301139,0.311197370084159,-0.37928916368071,0.817750759125704,0.30096448813178
0,0,0,15000,3000,15000,0,-0.875,0,-6177485.12622897,-423435.997744531,2970336.65227219,-6177495.03678348,-423452.495859965,2970315.6710542,-2.09745045315198e-05,-2.29446497969231e-05,0.00504928201203569,0,0.05,0,-0.555181477640706,0.664712690298789,0.470221248394255,0.169940706715545,0.309152022824628,-0.378535567966123,0.818526196270714,0.301911769539715
0,0,0,15000,3000,15000,0,-0.875,0,-6177730.39207093,-423876.358682242,2969765.21742086,-6177740.31916035,-423892.890423051,2969744.1912696,-1.99499239668744e-05,-2.1807294038557e-05,0.00473802024532523,0,0.05,0,-0.555018515881258,0.664847800332042,0.470264103821716,0.169825858099911,0.307104743365962,-0.377779606405468,0.819296517629661,0.302857164000072
0,0,0,15000,3000,15000,0,-0.875,0,-6177975.58040061,-424316.71183259,2969193.74932622,-6177985.52551206,-424333.279769582,2969172.67493842,-1.89754269657558e-05,-2.07244361411021e-05,0.00444326001001195,0,0.05,0,-0.554865619224774,0.664974492115982,0.470304294335592,0.169718119736528,0.305055544503648,-0.377021283723503,0.82006171838804,0.303800665604141
0,0,0,15000,3000,15000,0,-0.875,0,-6178220.69136078,-424757.057441318,2968622.24767287,-6178230.65583561,-424773.66389414,2968601.12206771,-1.80484625723166e-05,-1.97003551238228e-05,0.00416151405445864,0,0.05,0,-0.554722282031615,0.665093196797903,0.47034195819798,0.169617132829425,0.303004439045175,-0.376260604659742,0.820821793763349,0.304742268455038
